descricao,correto,insumo_1
30 CAP | BUPROPIONA CLORIDRATO  150MG,39.9,BUPROPIONA CLORIDRATO
60 CAP | MAGNESIO DIMALATO  400MG; ZINCO QUELADO  15MG; CROMO GTF  100MCG; SELENIO QUELADO  50MCG; COBRE QUELADO  750MCG; TIAMINA  50MG; RIBOFLAVINA  25MG; NIACINA NO FLUSH  50MG; PIRIDOXAL-5-FOSFATO  20MG; METILFOLATO 1:10  100MCG; METILCOBALAMINA 1:100  100MCG; NAC  200MG; ACIDO ALFA LIPOICO  300MG; QUERCETINA  250MG; PICNOGENOL  50MG,333.8,MAGNESIO DIMALATO
40 CAP | BIOINTESTIL-GINGEROL/GERANIOL  600MG,246.4,BIOINTESTIL-GINGEROL/GERANIOL
120 CAP | T3  5MCG,50.0,T3
60 CAP | D-FENILALANINA  500MG; 5HTP  100MG; CROMO GTF  50MCG; INULINA  1000MG,172.3,D-FENILALANINA
120 CAP | COENZIMA Q10 PO  100MG,179.9,COENZIMA Q10 PO
120 CAP | NAC  600MG,107.5,NAC
50 CAP | VITAMINA D3   5000UI,44.0,VITAMINA D3
90 CAP | BIOTINA  5MG,80.9,BIOTINA
60 CAP | BETAINA HCL  100MG; PAPAINA  50MG; PROTEASE  50MG; PEPSINA  50MG; BROMELINA  80MG,96.8,BETAINA HCL
90 CAP | T4  35MCG; T3  6MCG,47.4,T4
60 CAP | BIFIDOBACTERIUM LONGUM  50MG; BIFIDOBACTERIUM LACTIS  50MG; LACTOBACILLUS HELVETICUS  50MG; LACTOBACILLUS ACIDOFILUS  100MG; LACTOBACILLUS JOHNSONII  30MG; LACTOBACILLUS PLANTARIUM  70MG; LACTOBACILLUS PARACASEI  30MG; LACTOBACILLUS REUTERI  20MG; SOD  10MG; PRETICX  100MG,106.9,BIFIDOBACTERIUM LONGUM
60 CAP | BIFIDOBACTERIA BIFIDUM  200MG; BIFIDOBACTERIUM LACTIS  100MG; LACTOBACILLUS ACIDOFILUS  100MG; LACTOBACILLUS GASSERI  50MG; LACTOBACILLUS PLANTARIUM  50MG; PRETICX  200MG,103.5,BIFIDOBACTERIA BIFIDUM
30 CAP | DHEA PO  15MG,69.4,DHEA PO
120 CAP | CURCUMA LONGA  500MG,205.8,CURCUMA LONGA
60 CAP | VITAMINA D OLEOSA  10000UI,43.6,VITAMINA D OLEOSA
60 CAP | SERTRALINA CLORIDRATO  25MG; CLORDIAZEPOXIDO 1.500MG; ORLISTAT  80MG; ALOINA  20MG; CLORTALIDONA  15MG; KCL  450MG; DIMETILPOLISILOXANE  40MG; FAMOTIDINA  20MG,176.8,SERTRALINA CLORIDRATO
90 CAP | VITAMINA B2  400MG,194.3,VITAMINA B2
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  20000UI; VITAMINA A OLEOSA ORAL  2000UI; VITAMINA K2 SOL MAE  100MCG,73.4,VITAMINA D LIQ CAP ATE 15MIL
90 CAP | MAGNESIO TREONATO  200MG; MAGNESIO DIMALATO  200MG; MELISSA EXT SECO  50MG; PASSIFLORA  100MG,101.7,MAGNESIO TREONATO
90 CAP | BETAINA CLORIDRATO  100MG,47.4,BETAINA CLORIDRATO
30 CAP | ACIDO MALICO  400MG,39.9,ACIDO MALICO
60 CAP | LACTOBACILLUS ACIDOPHILUS  450MG; BIFIDOBACTERIUM LACTIS  750MG; BIFIDOBACTERIUM BREVIS  75MG; LACTOBACILLUS GASSERI 7.500MG; LACTOBACILLUS LACTIS  30MG; LACTOBACILLUS RHAMNOSUS  15MG; BULGARICUS LACTOBACILLUS 7.500MG; FOS  100MG,203.6,LACTOBACILLUS ACIDOPHILUS
60 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; BIFIDOBACTERIUM LONGUM  50MG; GASSERI LACTOBACILLUS  30MG; PLANTARUM LACTOBACILLUS  50MG; BIFIDOBACTERIUM BREVE  100MG; XOS (XILOOLIGOSSACARIDEOS)  200MG,80.4,ACIDOPHILUS LACTOBACILLUS
60 CAP | CURCUMINA  300MG; PIPERINA  10MG,109.0,CURCUMINA
30 CAP | 5-HTP  100MG; PASSIFLORA  300MG; MULUNGU EXT SECO  100MG,75.9,5-HTP
90 CAP | FASEOLAMINA  500MG,65.4,FASEOLAMINA
60 CAP | ORLISTAT  80MG,98.6,ORLISTAT
30 CAP | PRASTERONA  30MG; ESPIRONOLACTONA  50MG,139.0,PRASTERONA
60 CAP | FINASTERIDA 2.500MG,63.5,FINASTERIDA 2.
60 CAP | CACTI-NEA  500MG; MOROSIL  300MG; CHA VERDE EXT SECO  300MG,267.0,CACTI-NEA
30 CAP | T4  50MCG,39.9,T4
60 CAP | T3 SLOW RELEASE  10MCG,43.6,T3 SLOW RELEASE
90 CAP | VITAMINA D3 OLEOSA  10000UI; VITAMINA A OLEOSA ORAL  1000UI,61.0,VITAMINA D3 OLEOSA
90 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VITAMINA A OLEOSA ORAL  1000UI; VITAMINA K2 LIQ SOL MAE  120MCG,61.3,VITAMINA D LIQ CAP ATE 15MIL
30 CAP | 5HTP  100MG,62.0,5HTP
90 CAP | ASHWAGANDHA EXTRATO  300MG,88.0,ASHWAGANDHA EXTRATO
16 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  50000UI,43.5,VITAMINA D LIQ CAP ACIMA 15MIL
60 CAP | BIFIDOBACTERIUM BREVE  20MG; BIFIDOBACTERIA BIFIDUM  20MG; BIFIDOBACTERIUM LACTIS  20MG; LACTOBACILLUS RHAMNOSUS  20MG; LACTOBACILLUS REUTERI  20MG; LACTOBACILLUS CASEI  20MG; INULINA  200MG,49.5,BIFIDOBACTERIUM BREVE
30 CAP | 5-HTP  100MG; PASSIFLORA PO  300MG; MULUNGU EXT SECO  100MG,75.0,5-HTP
30 CAP | SIBUTRAMINA CLORIDRATO 7.500MG,39.9,SIBUTRAMINA CLORIDRATO 7.
30 CAP | BIOTINA 1:10  10MG,57.6,BIOTINA 1:10
30 CAP | MACA PO 10%  500MG; TRIBULUS TERRESTRIS EXT SECO  200MG,75.3,MACA PO 10%
30 CAP | INDOMETACINA  50MG,40.0,INDOMETACINA
60 CAP | OLI OLA 3%  300MG; PICNOGENOL  100MG,255.8,OLI OLA 3%
90 CAP | VITAMINA D3  4000UI,51.0,VITAMINA D3
30 CAP | MAGNESIO TREONATO  300MG,42.8,MAGNESIO TREONATO
90 CAP | BIOTINA  5000MCG,80.1,BIOTINA
30 CAP | IOIMBINA CLORIDRATO  5MG,40.0,IOIMBINA CLORIDRATO
30 CAP | VITAMINA B6  50MG; ASPARTATO DE POTASSIO  100MG; MAGNESIO QUELADO 30%  100MG; TRIFOSFATO CALCIO  60MG; FUROSEMIDA  15MG; PIROXICAM  10MG,62.8,VITAMINA B6
60 CAP | VITAMINA D   10000UI; VITAMINA A   1000UI; VITAMINA K2 MK7  120MCG,47.1,VITAMINA D
4 CAP | COLECALCIFEROL  7000UI,39.9,COLECALCIFEROL
60 CAP | PICOLINATO CROMO 1:10  250MCG,43.6,PICOLINATO CROMO 1:10
90 CAP | CODEINA  30MG; PREDNISONA  10MG; CICLOBENZAPRINE  5MG; FAMOTIDINA  20MG; PARACETAMOL  250MG,280.1,CODEINA
30 CAP | AMITRIPTILINA  25MG; FLUNARIZINA CLORIDRATO  10MG,47.2,AMITRIPTILINA
60 CAP | CENTELLA ASIATICA EXT SECO  400MG; GARCINIA CAMBOJA EXT SECO  500MG; CAFEÍNA  100MG,105.9,CENTELLA ASIATICA EXT SECO
30 CAP | OLIVE LEAF  400MG,309.2,OLIVE LEAF
30 CAP | ARGININA  3G; CITRULINA  500MG,155.9,ARGININA
5 CAP | GABAPENTINA  100MG,39.9,GABAPENTINA
30 CAP | TIROSINA  200MG,39.9,TIROSINA
60 CAP | PROTEASE  60MG; LIPASE  30MG; BROMELINA  50MG,58.0,PROTEASE
60 CAP | BIFIDOBACTERIUM LACTIS  200MG; LACTOBACILLUS ACIDOPHILUS  200MG; LACTOBACILLUS REUTERI  100MG,89.9,BIFIDOBACTERIUM LACTIS
60 CAP | CAFEINA  192MG,48.7,CAFEINA
45 CAP | CITRUS AURANTIUM   200MG; CAMELIA SINENSIS  400MG; CAPSICUM ANNUUM  6MG; ZINGIBER OFFICINALIS   200MG; CAFEINA   100MG,117.0,CITRUS AURANTIUM
30 CAP | VITAMINA D3  4000UI,39.9,VITAMINA D3
60 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; BIFIDOBACTERIUM LACTIS  100MG; FOS  600MG,75.8,ACIDOPHILUS LACTOBACILLUS
60 CAP | DIACEREINA  50MG; COLAGENO TIPO 2  40MG,151.5,DIACEREINA
30 CAP | MELATONINA SLOW RELEASE 1.500MG,39.9,MELATONINA SLOW RELEASE 1.
60 CAP | RIBOFLAVINA  40MG; VITAMINA B6  30MG; PANTOTENATO DE CALCIO  500MG; BIOTINA  5MG; METILFOLATO  1MG; METILCOBALAMINA  1MG; NIACINAMINA NO FLUSH  250MG; BETAINA  250MG,296.8,RIBOFLAVINA
60 CAP | CLORETO DE METILTIONINIO  30MG,152.8,CLORETO DE METILTIONINIO
90 CAP | VITAMINA D   5000UI; VITAMINA A  500UI; VITAMINA K2 MK7  120MCG,51.9,VITAMINA D
120 CAP | CROCUS SATIVUS  30MG,83.0,CROCUS SATIVUS
180 CAP | BIFIDOBACTERIUM LONGUM  100MG; GASSERI LACTOBACILLUS  100MG; PLANTARUM LACTOBACILLUS  100MG; PARACASEI LACTOBACILLUS   100MG; BIFIDOBACTERIUM BREVE  100MG,253.2,BIFIDOBACTERIUM LONGUM
90 CAP | RHODIOLA ROSEA   150MG,73.9,RHODIOLA ROSEA
60 CAP | BULGARICUS LACTOBACILLUS  200MG; GASSERI LACTOBACILLUS  200MG; PLANTARUM LACTOBACILLUS  200MG; RHAMNOSUS LACTOBACILLUS  200MG; SPOROGENES LACTOBACILLUS  200MG; BIFIDOBACTERIUM BREVE  200MG,235.0,BULGARICUS LACTOBACILLUS
60 CAP | ORLISTAT  60MG; ASHWAGANDHA EXTRATO  200MG; TEACRINE  50MG,159.5,ORLISTAT
60 CAP | DUTASTERIDA 0.200MG; ESPIRONOLACTONA  50MG,77.2,DUTASTERIDA 0.
60 CAP | VALERIANA  100MG; PASSIFLORA PO  100MG; THEANINA  150MG; 5-HTP  50MG; MAGNESIO QUELADO 30%  200MG; CITRATO DE CALCIO  250MG; ASHWAGANDHA EXTRATO  150MG,219.3,VALERIANA
60 CAP | TRIIODOTIRONINA SLOW RELEASE  25MCG,45.0,TRIIODOTIRONINA SLOW RELEASE
30 CAP | VITAMINA D3 LIPOFÍLICA  20000UI; VITAMINA K2 MK7  20MCG,40.0,VITAMINA D3 LIPOFÍLICA
90 CAP | PASSIFLORA PO  300MG; MULUNGU EXT SECO  100MG; VALERIANA EXT SECO  100MG,95.2,PASSIFLORA PO
30 CAP | CLORETO DE MAGNÉSIO  500MG,40.0,CLORETO DE MAGNÉSIO
30 CAP | IODETO DE POTASSIO 0.750MG; IODO METALOIDE 0.500MG,40.0,IODETO DE POTASSIO 0.
200 CAP | FLUTAMIDA  250MG,246.0,FLUTAMIDA
60 CAP | VANADIO QUELADO  50MCG; PICOLINATO DE CROMO  400MCG; BERBERINA  500MG,241.0,VANADIO QUELADO
60 CAP | ALCACHOFRA EXT SECO  200MG; CIMETIDINE  100MG; HIDROCLOROTIAZIDA  5MG; METFORMINA  150MG; PICOLINATO DE CROMO  200MCG; POTASSIO QUELADO  20MG; RHAMNUS PURSHIANA  450MG; SENE  300MG; VIT C  100MG; VIT B6  30MG; VIT A   2000UI,123.0,ALCACHOFRA EXT SECO
60 CAP | GRIFFONIA SIMPLICIFOLIA  50MG,62.0,GRIFFONIA SIMPLICIFOLIA
60 CAP | LIPOFF  750MG,213.5,LIPOFF
90 CAP | BIOTINA 2.500MG; ZINCO QUELADO  15MG; VITAMINA D3   2000UI; SELENIO QUELADO  30MCG; TIAMINA  60MG; PANTOTENATO DE CALCIO  60MG; PABA  20MG; LEVEDURA MEDICINAL  100MG; CISTEINA   100MG; METIONINA  100MG; QUERATINA   20MG,162.0,BIOTINA 2.
60 CAP | CARNITINA BASE  500MG; COMPLEXO B 100MG CAPS  100MG; COENZIMA Q10 PO  50MG; TEACRINE  80MG,211.8,CARNITINA BASE
90 CAP | GARCINIA CAMBOJA EXT SECO  500MG,66.2,GARCINIA CAMBOJA EXT SECO
270 CAP | MAGNESIO DIMALATO  80MG,57.5,MAGNESIO DIMALATO
60 CAP | QUERCETINA  500MG,129.3,QUERCETINA
60 CAP | CITRUS AURANTIUM EXT SECO  200MG; PICOLINATO DE CROMO  100MCG; CHA VERDE EXT SECO  200MG; PSILIUM 0.500G,82.0,CITRUS AURANTIUM EXT SECO
60 CAP | VIT B12  200MCG; ACIDO FOLICO 0.500MG; VIT B6  40MG; VIT E  400MG,109.0,VIT B12
60 CAP | T3  7MCG,43.6,T3
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VITAMINA A OLEOSA ORAL  1000UI; VITAMINA K2 MK-7 - LIQUIDA  120MCG,59.9,VITAMINA D LIQ CAP ATE 15MIL
30 CAP | BIFIDOBACTERIUM BREVE DIABETES  100MG; BIFIDOBACTERIUM LONGUM  50MG; LACTOBACILLUS DELBRUECKII  50MG; LACTOBACILLUS ACIDOPHILUS  200MG; LACTOBACILLUS GASSERI  50MG; STREPTOCOCCUS TERMOPHILUS  50MG; XOS   200MG,70.0,BIFIDOBACTERIUM BREVE DIABETES
90 CAP | IRVINGIA GABONESIS EXT SECO  350MG; CASSIOLAMINA EXTRACT  250MG; FASEOLAMINA  250MG; SLENDESTA  150MG; PHOLIAMAGRA  150MG,232.0,IRVINGIA GABONESIS EXT SECO
30 CAP | LACTOBACILLUS ACIDOPHILUS  100MG; BIFIDOBACTERIUM LONGUM  50MG; GASSERI LACTOBACILLUS  30MG; PLANTARUM LACTOBACILLUS  50MG; BIFIDOBACTERIUM BREVE  100MG; XOS (XILOOLIGOSSACARIDEOS)  200MG,51.0,LACTOBACILLUS ACIDOPHILUS
90 CAP | MAGNESIO TREONATO  300MG,85.0,MAGNESIO TREONATO
30 CAP | VITAMINA D   10000UI,40.7,VITAMINA D
90 CAP | VITAMINA D  2000UI,47.4,VITAMINA D
60 CAP | ESPIRONOLACTONA  50MG,61.4,ESPIRONOLACTONA
30 CAP | CISTINA L  40MG; PANTOTENATO DE CALCIO  50MG; VIT B6  10MG; ACIDO FOLICO  220MCG; BIOTINA 2.500MG; COBRE QUELADO  1MG,42.8,CISTINA L
120 CAP | MAGNESIO TREONATO  500MG,158.1,MAGNESIO TREONATO
30 CAP | GREEN TEA   400MG; L CISTEINA  150MG; CISTINA L  400MG; METIONINA L  250MG; VIT C  120MG; VITAMINA D  400UI; VIT E  10MG; ZINCO QUELADO  10MG; SELENIO QUELADO  40MCG,113.2,GREEN TEA
90 CAP | INOSITOL  1000MG,94.0,INOSITOL
40 CAP | BIOTINA 2.500MG; CISTEINA CLORIDRATO ANIDRA  80MG; FERRO QUELADO  30MG; NUTRICOLIN  100MG,107.0,BIOTINA 2.
12 CAP | VITAMINA D  15000UI,39.9,VITAMINA D
24 CAP | VITAMINA D  25000UI,39.9,VITAMINA D
120 CAP | CARBONATO DE CALCIO PESADO  600MG,56.0,CARBONATO DE CALCIO PESADO
28 CAP | CLARITROMICINA  500MG,131.8,CLARITROMICINA
90 CAP | VITAMINA C REVESTIDA  1G,95.9,VITAMINA C REVESTIDA
30 CAP | MORINGA OLEIFERA  1000MG,175.4,MORINGA OLEIFERA
150 CAP | VITAMINA C   200MG,49.5,VITAMINA C
90 CAP | VITAMINA D  1000UI,47.5,VITAMINA D
120 CAP | VITAMINA D3 OLEOSA  10000UI; VITAMINA A OLEOSA ORAL  1000UI,71.1,VITAMINA D3 OLEOSA
60 CAP | CLORETO DE MAGNÉSIO  260MG,43.6,CLORETO DE MAGNÉSIO
180 CAP | ACIDO TRANEXAMICO  250MG,234.0,ACIDO TRANEXAMICO
90 CAP | VITAMINA D3 1:100  1000UI,48.0,VITAMINA D3 1:100
60 CAP | BIFIDOBACTERIUM INFANTIS  100MG; BIFIDOBACTERIA BIFIDUM  100MG; ACIDOPHILUS LACTOBACILLUS  100MG; HELVETICUS LACTOBACILLUS  100MG; PLANTARUM LACTOBACILLUS  150MG; XOS (XILOOLIGOSSACARIDEOS)  200MG,96.0,BIFIDOBACTERIUM INFANTIS
60 CAP | CAPSAICINA ORAL  6MG,54.2,CAPSAICINA ORAL
30 CAP | COENZIMA Q10 PO  50MG,42.9,COENZIMA Q10 PO
60 CAP | MAGNESIO DIMALATO  300MG,46.0,MAGNESIO DIMALATO
120 CAP | VITAMINA C   1G; ZINCO  10MG,124.6,VITAMINA C
60 CAP | NALTREXONE CLORIDRATO 4.500MG,67.0,NALTREXONE CLORIDRATO 4.
30 CAP | ACIDOPHILUS LACTOBACILLUS  50MG; BULGARICUS LACTOBACILLUS  50MG; RHAMNOSUS LACTOBACILLUS  50MG; CASEI LACTOBACILLUS  50MG; PLANTARUM LACTOBACILLUS  50MG; REUTERI LACTOBACILLUS  50MG; GASSERI LACTOBACILLUS  50MG; JOHNSONII LACTOBACILLUS  50MG; BIFIDOBACTERIA BIFIDUM  50MG; BIFIDOBACTERIUM LACTIS  50MG,57.65,ACIDOPHILUS LACTOBACILLUS
100 CAP | VITAMINA D3 1:100  100000UI,157.8,VITAMINA D3 1:100
60 CAP | TRIIODOTIRONINA SLOW RELEASE  10MCG,44.0,TRIIODOTIRONINA SLOW RELEASE
15 CAP | DHEA PO  25MG,60.5,DHEA PO
60 CAP | BIFIDOBACTERIA BIFIDUM  100MG; BIFIDOBACTERIUM LACTIS  100MG; ACIDOPHILUS LACTOBACILLUS  100MG; BIFIDOBACTERIUM BREVE  100MG; CASEI LACTOBACILLUS  100MG; SALIVARIUS LACTOBACILLUS  100MG; LACTOCOCCUS LACTIS  200MG,132.5,BIFIDOBACTERIA BIFIDUM
60 CAP | HELVETICUS LACTOBACILLUS  150MG; BIFIDOBACTERIUM LONGUM  150MG; INULINA  200MG,80.0,HELVETICUS LACTOBACILLUS
60 CAP | PROTEASE  80MG; LACTASE  100MG; LIPASE 50.000FPI/G  60MG; PANCREATINA  100MG; AMILASE  60MG; BROMELINA  50MG,131.0,PROTEASE
60 CAP | CASCARA SAGRADA  180MG; CENTELLA ASIATICA  80MG; FUCUS VESICULOSUS PO  180MG; VITAMINA C  20MG; SENE  180MG; CORIANDRUM SATIVUM  80MG; HIDROCLOROTIAZIDA 12.500MG,77.1,CASCARA SAGRADA
60 CAP | BIOTINA 2.500MG,44.5,BIOTINA 2.
60 CAP | SILIMARINA  200MG; METIONINA  200MG; ACIDO ALFA LIPOICO  150MG; FINASTERIDA 0.500MG,130.3,SILIMARINA
60 CAP | PHOLIAMAGRA  210MG,63.0,PHOLIAMAGRA
30 CAP | PANAX GINSENG L  500MG; MACA PERUANA  2G; CROMO PICOLINATO  100MCG; COENZIMA Q10  100MG; L TAURINA  100MG,256.0,PANAX GINSENG L
30 CAP | VIT E  200UI; VIT A   1000UI; METILCOBALAMINA 1:100  100MCG; VITAMINA B3  30MG; VIT B2  20MG; VIT B1  10MG; BIOTINA  50MCG; PIRIDOXAL-5-FOSFATO  25MG; FERRO QUELADO  15MG; MAGNESIO QUELADO 30%  250MG; METILFOLATO 1:10  100MCG,83.0,VIT E
30 CAP | MAGNESIO QUELADO 30%  200MG; VITAMINA K2 MK7  100MCG; TRANSRESVERATROL  30MG; COMPLEXO B 80MG CAPS  80MG; SELENIO QUELADO  80MCG,63.7,MAGNESIO QUELADO 30%
60 CAP | GARCINIA CAMBOJA EXT SECO  280MG; PICOLINATO DE CROMO  3MCG; FASEOLAMINA  250MG; CASSIOLAMINA EXTRACT  210MG,74.6,GARCINIA CAMBOJA EXT SECO
90 CAP | BUPROPIONA CLORIDRATO  150MG; NALTREXONA HCL  10MG,174.2,BUPROPIONA CLORIDRATO
90 CAP | VITAMINA D3 LIQ CAP ATE 15MIL  10000UI; VITAMINA A OLEOSA ORAL  1000UI; VITAMINA K2 LIQ SOL MAE  100MCG,62.0,VITAMINA D3 LIQ CAP ATE 15MIL
90 CAP | OXIDO DE ZINCO  30MG,48.0,OXIDO DE ZINCO
120 CAP | VITAMINA K2 MK7  120MCG; METILCOBALAMINA 1:100  1000MCG,115.0,VITAMINA K2 MK7
120 CAP | CURCUMA LONGA  500MG; PIPERINA  10MG,262.3,CURCUMA LONGA
60 CAP | TIMOMODULINA  80MG; VITAMINA C   50MG,200.0,TIMOMODULINA
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  4000UI; VITAMINA A OLEOSA ORAL  400UI; VITAMINA E OLEOSA ORAL  200UI,44.0,VITAMINA D LIQ CAP ATE 15MIL
60 CAP | L-FENILALANINA  500MG,58.5,L-FENILALANINA
60 CAP | POLYPODIUM LEUCOTOMOS   250MG,44.0,POLYPODIUM LEUCOTOMOS
30 CAP | DIOSMINA  500MG; HESPERIDINA  500MG,156.6,DIOSMINA
30 CAP | UBIQUINOL  50MG; UBIQUINONA  50MG,58.6,UBIQUINOL
60 CAP | VITAMINA D  10000UI; VITAMINA A  1000UI; CITRATO DE MAGNESIO  400MG; METILFOLATO 1:10  1MG; VITAMINA C  500MG,108.2,VITAMINA D
60 CAP | VITAMINA D3   5000UI; VITAMINA A  500UI; VITAMINA K2 MK7  50MCG,44.0,VITAMINA D3
14 CAP | CETOCONAZOL  200MG,39.9,CETOCONAZOL
30 CAP | VITAMINA D3 1:100  50000UI; VITAMINA K2 MK7  100MCG,51.5,VITAMINA D3 1:100
30 CAP | VITAMINA D3 1:100  7000UI,39.9,VITAMINA D3 1:100
30 CAP | COLAGENO TIPO 2  40MG; ACIDO HIALURONICO  100MG,146.1,COLAGENO TIPO 2
60 CAP | CAPSULAS 5-ALFA-CAPILAR  60UN,257.0,CAPSULAS 5-ALFA-CAPILAR
60 CAP | VIT B12  300MCG,45.0,VIT B12
60 CAP | TIAMINA  60MG; PANTOTENATO DE CALCIO  60MG; BIOTINA  5MG; PABA  20MG; LEVEDURA MEDICINAL  100MG; CISTEÍNA  100MG; METIONINA  100MG; QUERATINA ORAL  20MG,124.6,TIAMINA
30 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; BIFIDOBACTERIUM LONGUM  50MG; GASSERI LACTOBACILLUS  30MG; PLANTARUM LACTOBACILLUS  50MG; BIFIDOBACTERIUM BREVE  100MG,43.5,ACIDOPHILUS LACTOBACILLUS
60 CAP | T3  9MCG,43.7,T3
60 CAP | T4  38MCG; T3  9MCG,43.7,T4
30 CAP | IOIMBINA CLORIDRATO  10MG,39.9,IOIMBINA CLORIDRATO
90 CAP | LACTOBACILLUS ACIDOFILUS  100MG; LACTOBACILLUS CASEI  100MG; LACTOBACILLUS LACTIS  100MG; BIFIDOBACTERIA BIFIDUM  100MG; BIFIDOBACTERIUM LACTIS  100MG; STREPTOCOCCUS TERMOPHILUS  100MG,146.7,LACTOBACILLUS ACIDOFILUS
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  3000UI,43.6,VITAMINA D LIQ CAP ATE 15MIL
90 CAP | TIAMINA  60MG; PANTOTENATO DE CALCIO  60MG; BIOTINA 2.500MG; PABA  20MG; LEVEDURA MEDICINAL  100MG; CISTEÍNA  100MG; METIONINA  100MG; QUERCETINA  20MG,147.0,TIAMINA
60 CAP | ZINCO QUELADO  10MG; COBRE QUELADO  1MG; BIOTINA  2MG; VIT A   10000UI; SILICIO ORGANICO  50MG,114.0,ZINCO QUELADO
60 CAP | MAGNESIO DIMALATO  200MG; MAGNESIO GLICINA  200MG; COENZIMA Q10 PO  100MG,145.2,MAGNESIO DIMALATO
60 CAP | TOPIRAMATO  50MG,96.0,TOPIRAMATO
30 CAP | GARCINIA CAMBOJA EXT SECO  300MG; MOROSIL  400MG; CROMO PICOLINATO  200MCG,119.7,GARCINIA CAMBOJA EXT SECO
200 CAP | SULFATO DE ZINCO  50MG,49.5,SULFATO DE ZINCO
20 CAP | CIMETIDINE  200MG,40.0,CIMETIDINE
4 CAP | IVERMECTINA  6MG,40.0,IVERMECTINA
30 CAP | HIDROXIZINE  10MG,40.0,HIDROXIZINE
30 CAP | VITAMINA D3  20000UI,40.0,VITAMINA D3
60 CAP | LACTOBACILLUS ACIDOPHILUS  100MG; CASEI LACTOBACILLUS  100MG; LACTIS LACTOBACILLUS  100MG; LACTOBACILLUS BIFIDUM  100MG; LACTOBACILOS LONGUM  100MG,91.0,LACTOBACILLUS ACIDOPHILUS
30 CAP | VITAMINA C  500MG; ZINCO  30MG; IMUNO TF  50MG,202.0,VITAMINA C
60 CAP | HARPAGOPHYTUM PROCUMBENS  200MG; CURCUMA LONGA  250MG; UNCARIA TOMENTOSA  200MG,97.7,HARPAGOPHYTUM PROCUMBENS
60 CAP | ALOPURINOL  300MG,66.7,ALOPURINOL
16 CAP | VITAMINA D3  40000UI,40.0,VITAMINA D3
60 CAP | NORTRIPTILINA  25MG,52.0,NORTRIPTILINA
90 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  20000UI; VITAMINA A OLEOSA ORAL  2000UI; VITAMINA K2 LIQ SOL MAE  130MCG,74.6,VITAMINA D LIQ CAP ACIMA 15MIL
120 CAP | MELATONINA 1:10  3MG,104.0,MELATONINA 1:10
60 CAP | 5 L HIDROXITRIPTOFANO  100MG; PASSIFLORA  300MG; MULUNGU EXT SECO  100MG; RELORA  250MG,298.7,5 L HIDROXITRIPTOFANO
60 CAP | GINKGO BILOBA 80MG  60CAP,49.6,GINKGO BILOBA 80MG
90 CAP | CITRUS AURANTIUM   200MG; CAMELLIA SINENSIS  400MG; CAPSICUM ANNUUM  6MG; ZINGIBER OFFICINALIS   200MG; CAFEINA ANIDRA  100MG,202.0,CITRUS AURANTIUM
60 CAP | MAGNESIO TREONATO  300MG,64.0,MAGNESIO TREONATO
90 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VIT A OLEOSA  1000UI; VITAMINA K2 SOL MAE  100MCG; VIT E OLEOSA  500UI,106.0,VITAMINA D LIQ CAP ATE 15MIL
60 CAP | VITAMINA A  20000UI; VIT B5  200MG; ZINCO QUELADO  7MG; SELENIO QUELADO  10MCG; ESPIRONOLACTONA  10MG; SERENOA REPENS  300MG; COBRE QUELADO  1MG,91.5,VITAMINA A
120 CAP | ECHINACEA   200MG; ZINCO QUELADO  10MG; QUERATINA   100MG; COBRE GLICINA 0.500MG,117.0,ECHINACEA
60 CAP | VITAMINA D3   10000UI; VITAMINA A  5000UI; BORO QUELADO  2MG,44.0,VITAMINA D3
45 CAP | LIGANDROL  2MG,76.0,LIGANDROL
60 CAP | RHODIOLA ROSEA   250MG; GINSENG  100MG; ASHWAGANDHA EXTRATO  250MG,107.0,RHODIOLA ROSEA
60 CAP | CARISOPRODOL  350MG,108.3,CARISOPRODOL
60 CAP | TRIBULUS TERRESTRIS EXT SECO  500MG,60.65,TRIBULUS TERRESTRIS EXT SECO
60 CAP | LEVEDO DE CERVEJA  500MG; CALCIO QUELADO  400MG,66.4,LEVEDO DE CERVEJA
30 CAP | PRASTERONA  30MG,118.4,PRASTERONA
30 CAP | NUTRICOLIN  200MG; BIOTINA 2.500MG; N ACETIL L CISTEINA  100MG; PANTOTENATO DE CALCIO  30MG; VITAMINA B3  20MG; VIT B6  25MG; CISTINA  25MG; ZINCO QUELADO  20MG,141.1,NUTRICOLIN
60 CAP | PQQ  20MG,180.6,PQQ
120 CAP | PICNOGENOL  50MG; POLYPODIUM LEUCOTOMOS EXTRATO  250MG,93.8,PICNOGENOL
60 CAP | GLUCOSAMINA  1G,89.1,GLUCOSAMINA
